ctx_a,ctx_b,ctx,endings,id,ind,activity_label,source_id,split,split_type,label
"[header] Cum să faci ghevar [title] Combinați laptele și ghee-ul într-un bol de amestecat. [step] Începeți cu fiecare dintre aceste ingrediente separate, apoi adăugați ghee-ul (unt clarificat) și laptele în bolul de amestecare și amestecați bine. Amestecați bine până când ajunge la o consistență fină și cele două ingrediente nu se mai separă.",,"[header] Cum să faci ghevar [title] Combinați laptele și ghee-ul într-un bol de amestecat. [step] Începeți cu fiecare dintre aceste ingrediente separate, apoi adăugați ghee-ul (unt clarificat) și laptele în bolul de amestecare și amestecați bine. Amestecați bine până când ajunge la o consistență fină și cele două ingrediente nu se mai separă.","['[title] Fărâmați ghee-ul în bucăți mici. [step] Rupeți amestecul în benzi și fărâmați-l până când ghee-ul crud ajunge la nivelul dorit de caramelizare.', '[substeps] Utilizarea unui mixer sau blender vă poate economisi timp și efort în timp ce amestecați ghee-ul și laptele împreună. Cu toate acestea, aveți grijă să nu mixați prea mult, deoarece acest lucru poate cauza separarea ghee-ului.', '[substeps] Dacă nu aveți un bol de amestecare, puteți utiliza o cană de sticlă sau oțel inoxidabil. Dacă produsul dvs. are unul dintre acestea, veți putea mărunți ghee-ul în ghevarul dvs. manual până când va deveni moale și fin, în volum.', '[substeps] Ghevar-ul se face prin adăugarea untului, ghee-ului și sării (nu amestecați ghee-ul și apa împreună) pentru a crea o aluat subțire. Textura foarte fină a ghevar-ului este adesea distrusă de orice vârf (ca o meză din ovăz).']",hellaswag/validation/8852,41576,Food and Entertaining,wikihow~68425,val,indomain,1
[header] Cum să ajutați un elev de clasa a șasea să aibă succes în matematică [title] Cunoașteți ce va învăța elevul de clasa a șasea. [step] Cunoașterea materiei pe care o va învăța elevul dumneavoastră de clasa a șasea în timpul orelor de matematică vă va ajuta să îi îmbunătățiți notele la teme și teste. Elevii din clasa a șasea învață o varietate de abilități matematice.,,[header] Cum să ajutați un elev de clasa a șasea să aibă succes în matematică [title] Cunoașteți ce va învăța elevul de clasa a șasea. [step] Cunoașterea materiei pe care o va învăța elevul dumneavoastră de clasa a șasea în timpul orelor de matematică vă va ajuta să îi îmbunătățiți notele la teme și teste. Elevii din clasa a șasea învață o varietate de abilități matematice.,"['Cu toate acestea, înainte de a începe să predați abilități matematice elevului dumneavoastră de clasa a șasea, trebuie să începeți pas cu pas pentru a ajuta copilul să dezvolte aceste abilități. Identificați stilul de învățare al elevului dumneavoastră de clasa a șasea.', 'Țineți cont de orice diferențe dezvoltate între vârstele lor. Unele clase avansate pot oferi elevilor de clasa a șasea oportunitatea de a fi cercetători științifici sau ştiințifici lucizi.', 'Va trebui să învățați aceleași concepte cu mai multe sisteme de testare. Clasele dumneavoastră nu vor preda mult, deci pregătiți-vă să stați în fața oglinzii în timpul câtorva sesiuni de testare', 'Elevul dumneavoastră de clasa a șasea va învăța cum să: [substeps] înmulțească și împartă fracții, să înțeleagă rapoartele și ratele și să rezolve probleme legate de acestea.']",hellaswag/validation/6398,23380,Family Life,wikihow~38613,val,zeroshot,3
"[header] Cum să obții un păr voluminos [title] Alege un șampon și balsam volumizant. [step] Dacă ai păr fin sau subțire, utilizarea unui șampon și balsam volumizant poate ajuta la obținerea unui păr voluminos. Acestea curăță și hidratează fără să îl încarce, astfel încât părul tău va părea mai plin și mai gros.",,"[header] Cum să obții un păr voluminos [title] Alege un șampon și balsam volumizant. [step] Dacă ai păr fin sau subțire, utilizarea unui șampon și balsam volumizant poate ajuta la obținerea unui păr voluminos. Acestea curăță și hidratează fără să îl încarce, astfel încât părul tău va părea mai plin și mai gros.","['[title] Aplică balsamul în zona potrivită. [step] În timp ce părul fin sau subțire are nevoie și de hidratare, utilizarea balsamului la rădăcini poate încărca părul astfel încât să pară plat.', '[substeps] Poți găsi un șampon volumizant special creat în acest scop în orice magazin de produse de înfrumusețare. Citește etichetele produselor înainte de a le achiziționa pentru a te asigura că nu cumperi un șampon și balsam care s-ar putea spăla imediat.', '[substeps] Caută pe site-uri web care listează tipurile de păr eligibile pentru șampoane și balsamuri volumizante. Concentrează-te pe cele mai comune culori, cum ar fi maro, blond închis și roșcat intens.', '[substeps] În ceea ce privește stilul, poți să-l lași desfăcut sau să încerci o coafură profesională. Poți, de asemenea, să achiziționezi un șampon și balsam volumizant și să le folosești.']",hellaswag/validation/3346,811,Personal Care and Style,wikihow~1338,val,zeroshot,0
"[header] Cum să recunoști insicuritățile [title] Evaluează-ți autoevaluarea. [step] Acorzi atenție conversației constante din propria ta minte? Auto-discursul este fie productiv și pozitiv, fie negativ și dăunător pentru starea ta de bine. Concentrarea pe calitățile tale negative auto-determinate te va menține într-o stare de nesiguranță.",,"[header] Cum să recunoști insicuritățile [title] Evaluează-ți autoevaluarea. [step] Acorzi atenție conversației constante din propria ta minte? Auto-discursul este fie productiv și pozitiv, fie negativ și dăunător pentru starea ta de bine. Concentrarea pe calitățile tale negative auto-determinate te va menține într-o stare de nesiguranță.","['[substeps] Încearcă să gândești despre auto-discursul tău într-un mod non-judgmental. De exemplu, în loc să gândești ""sunt prost"", spune ""sunt inteligent"" sau ""ce poate să-mi spună rețelele sociale despre inteligența mea?"" [title] Observă-ți încrederea în sine.', 'Pentru a învăța să evaluezi eficient auto-discursul, trebuie să devii conștient de orice critică care apare. [substeps] Poți face mici schimbări în comportamentul tău care să fi primit recunoaștere din partea auto-discursului tău.', 'Judecarea dură a sinelui nu ajută pe nimeni. [substeps] Evită să te judeci dur pentru că produce o reprezentare incorectă a ta.', '[substeps] Când auto-discursul se termină, ai putea simți tristețe și depresie sau anxietate. Notează aceste sentimente, mai ales modelele de gândire anxioasă.']",hellaswag/validation/8699,40365,Health,wikihow~66402,val,indomain,2
"[header] Cum să afli de ce nu reușești să slăbești [title] Fă un raport de alimentație timp de 3 zile. [step] Un raport de alimentație este foarte similar cu un jurnal alimentar. Cu toate acestea, de obicei este păstrat doar pentru o anumită perioadă de timp și este foarte detaliat.",,"[header] Cum să afli de ce nu reușești să slăbești [title] Fă un raport de alimentație timp de 3 zile. [step] Un raport de alimentație este foarte similar cu un jurnal alimentar. Cu toate acestea, de obicei este păstrat doar pentru o anumită perioadă de timp și este foarte detaliat.","['Un raport de alimentație este unul dintre primele lucruri la care trebuie să te uiți atunci când nu ești sigur de ce nu reușești să slăbești. [substeps] Facând un raport de alimentație timp de 3 zile te va ajuta să ai o idee solidă și bună despre ce ai mâncat.', 'El măsoară alimentul la fel de vizual ca un jurnal și apoi trece la alt aliment. Va marca ziua și ora zilei când alimentul este probabil să fie cel pe care l-ai considerat „corect”, dar acest lucru nu înseamnă că este „bun” sau „rău”.', 'Tu decizi ce alimente trebuie monitorizate și folosești raportul de alimentație pentru a elimina acele alimente din lista ta standardizată. De exemplu, pe această listă ai putea scrie „ingrediente, ustensile, scule, congelator, frigider, etc.', 'Poți realiza un raport de alimentație observând tot ce ai mâncat ca o persoană. Poți întreba prietenii, familia, partenerii sau colegii tăi ce ai mâncat.']",hellaswag/validation/9293,44755,Health,wikihow~73677,val,indomain,0
"[header] Cum să mergi pentru a pierde în greutate [title] Mergi cu forma corectă. [step] La fel ca majoritatea exercițiilor, există o formă corectă de mers. Chiar dacă este un exercițiu de intensitate scăzută, dacă aveți o formă incorectă, vă puteți crește riscul de durere și rănire.",,"[header] Cum să mergi pentru a pierde în greutate [title] Mergi cu forma corectă. [step] La fel ca majoritatea exercițiilor, există o formă corectă de mers. Chiar dacă este un exercițiu de intensitate scăzută, dacă aveți o formă incorectă, vă puteți crește riscul de durere și rănire.","['Mergând ușor și fără a vă răni, veți face totuși pași importanți. Acest lucru se aplică la plimbări precum și la alte forme de exerciții fizice.', '[substeps] Când mergeți, păstrați-vă umerii înapoi, jos și relaxați. Capul ar trebui să fie ridicat și să privească în față.', 'Încercați să nu vă încrucișați picioarele sau să săriți pași. Consultați medicul pentru a vă asigura că sunteți potrivit pentru o activitate de intensitate ridicată.', 'Prin urmare, dacă nu sunteți sigur de forma dvs. în tot timpul, găsiți un program de antrenament cardio sau de forță care să funcționeze pentru dvs. [substeps] Pentru un program cardio de intensitate scăzută, programați un antrenament alternativ de fiecare dată când faceți același circuit.']",hellaswag/validation/9246,44384,Sports and Fitness,wikihow~73079,val,indomain,1
"[header] Cum să faci kachori cu brânză și vinete [title] Cerniți 2-3 cești de făină de grâu într-un castron. [step] Adăugați făina de năut, făina albă, urmată de o linguriță de ulei, ajwain, o prindă de sare și o prindă de praf de copt. Adăugați apă în ingredientele din castron și frământați-le pentru a obține o cocă moale.",,"[header] Cum să faci kachori cu brânză și vinete [title] Cerniți 2-3 cești de făină de grâu într-un castron. [step] Adăugați făina de năut, făina albă, urmată de o linguriță de ulei, ajwain, o prindă de sare și o prindă de praf de copt. Adăugați apă în ingredientele din castron și frământați-le pentru a obține o cocă moale.","['[title] Adăugați o lingură de sare pentru fiecare lingură de apă folosită. [step] Continuați să frământați cu degetele până se încorporează complet cele 3 ingrediente.', 'Acest lucru ar trebui să formeze o cocă care să încapă în castron. [substeps] Pentru a face acest lucru, dați cu puțină făină suprafața castronului cu mâinile și rulați cocă pentru a forma o bilă.', 'După ce ați terminat, lăsați deoparte timp de 15 minute. [title] Puneți felii rotunde de vinete într-un castron.', 'Această cocă este cremoasă și ușoară și se va topi ca untul. [title] Separă și formează aluatul într-un cerc.']",hellaswag/validation/8642,39915,Food and Entertaining,wikihow~65681,val,indomain,2
"[header] Cum să îţi vopseşti părul ciocolatiu mov [title] Ridicarea culorii de pe părul întunecat cu înălbitor. [step] Pentru a face ca părul întunecat să accepte tonurile de mov deschis şi roz, trebuie să decoloraţi culoarea din straturile de sus. Înălbitorul este singura modalitate de a decolora părul brunet întunecat, dar poate face daune serioase încuietorilor, aşa că este cel mai bine să vedeţi un profesionist.",,"[header] Cum să îţi vopseşti părul ciocolatiu mov [title] Ridicarea culorii de pe părul întunecat cu înălbitor. [step] Pentru a face ca părul întunecat să accepte tonurile de mov deschis şi roz, trebuie să decoloraţi culoarea din straturile de sus. Înălbitorul este singura modalitate de a decolora părul brunet întunecat, dar poate face daune serioase încuietorilor, aşa că este cel mai bine să vedeţi un profesionist.","['[substeps] Luaţi un întins cu o ataşare de duză şi înmuiaţi-l în soluţia de înălbitor. Trageţi uşor de rădăcinile părului pentru a amesteca culoarea.', 'Folosiţi înălbitorul 1 pentru fiecare dintre culorile de păr vopsite. Clătiţi soluţia de înălbitor şi şamponaţi-vă bine părul.', '[title] Protejează-ţi părul cu lac de păr. [step] Împarteţi părul în mijloc şi utilizaţi un pieptene cu dinţi largi pentru a pulveriza fiecare strat de păr cu nuanţa temporară pe care o veţi folosi în vara.', '[title] Lăsaţi rădăcinile să crească timp de câteva săptămâni. [step] Veţi dori ca rădăcinile tale brunete să fie destul de evidente atunci când aplicaţi tonurile de mov pentru a adăuga căldură în nuanţa ciocolatei.']",hellaswag/validation/4756,11575,Personal Care and Style,wikihow~19088,val,zeroshot,3
"[header] Cum să porți o curea NATO la ceas [title] Decideți dacă vreți o buclă sau două. [step] Curelele NATO pot fi cu o singură buclă sau cu două. Cu o singură buclă, se fixează curea mai întâi și apoi se pune ceasul pe încheietură pentru a-l strânge.",,"[header] Cum să porți o curea NATO la ceas [title] Decideți dacă vreți o buclă sau două. [step] Curelele NATO pot fi cu o singură buclă sau cu două. Cu o singură buclă, se fixează curea mai întâi și apoi se pune ceasul pe încheietură pentru a-l strânge.","['Acest lucru face să arate mai puțin voluminos și ridică ușor ceasul. Pentru două bucle, introduceți încheietura după ce ați strâns ambele bucle și apoi vă strângeți ceasul.', '[substeps] Ceasurile cu o buclă sunt de obicei fabricate din materiale sintetice ușoare care sunt predispuse la rupere. Chiar și cele mai mici deșirături în țesătură se pot desprinde sau rupe prin atingerea curelei de ceas.', 'Pentru două bucle, puneți cureaua pe umăr vertical și apoi suprapuneți cele două bucle de-a lungul părții mai scurte a curelei. [substeps] Două bucle vor face buzunarul/ capătul deschis al ceasului mai puțin vizibil atunci când este combinat cu o curea NATO.', 'Cautați buzunare gravate sau brodate astfel încât textul să fie clar lizibil. [substeps] În plus față de acestea, caracteristicile de design includ filete care folosesc același design sau design pentru un mecanism specific.']",hellaswag/validation/5007,13309,Personal Care and Style,wikihow~22063,val,zeroshot,0
"[header] Cum să conduci defensiv [title] Evită distragerile. [step] Conducerea defensivă înseamnă să te concentrezi doar pe o singură activitate: conducerea. Asigură-te că nu ești distras de conversații, radio, telefonul tău sau orice altceva.",,"[header] Cum să conduci defensiv [title] Evită distragerile. [step] Conducerea defensivă înseamnă să te concentrezi doar pe o singură activitate: conducerea. Asigură-te că nu ești distras de conversații, radio, telefonul tău sau orice altceva.","['Concentrându-te pe o singură activitate, la fiecare câteva secunde, te va asigura că nu rămâi la telefon în timp ce conduci. [substeps] Acest lucru se aplică și atunci când iei decizii pe marginea drumului sau te uiți pe geam sau vizualizezi televizorul.', 'Focalizarea nu ar trebui să fie asupra a ceea ce vorbesc alții, ci asupra conducerei tale. [substeps] Nu lăsa telefonul să te distragă cu radio-ul.', 'Pentru a fi cât mai atent posibil, pune-ți telefonul și alte distrageri deoparte și redu volumul la radio. Daca esti distras cand vorbesti, nu participa la conversații pana nu ajungi la destinație.', 'În schimb, ascultă ciripitul păsărilor, fă o plimbare cu bicicleta sau chiar scoate-ți jocul preferat de societate. [substeps] În loc să urmezi instrucțiunile de pe bord, ascultă cu atenție instrucțiunile pe care șoferul le aplică.']",hellaswag/validation/4474,9473,Cars & Other Vehicles,wikihow~15629,val,indomain,2
O persoană este văzută făcând kite surfing pe apă și în cele din urmă căzând în apă.,el,O persoană este văzută făcând kite surfing pe apă și în cele din urmă căzând în apă. el,"['vorbește către camera și adaugă mai mult nisip într-un recipient în fața lui în timp ce face surfing.', 'plutește pe apă în timp ce camera îl surprinde din mai multe unghiuri.', 'se urcă înapoi pe placa de surfing și continuă să meargă, în timp ce camera se depărtează.', 'vâslește alături de un ghid pentru studenți, care este prezentat din mai multe unghiuri.']",hellaswag/validation/3197,49509,Windsurfing,activitynet~v_jM3Buw2Kidk,val,indomain,2
"[header] Cum să porți pantofi roz [title] Alegeți pantofi roz strălucitori pentru a face o declarație. [step] Rozul vine în sute de nuanțe diferite, iar poate că vă întrebați cum să le alegeți. Dacă doriți o apariție îndrăzneață, alegeți pantofi roz în nuanțe precum fuchsia, trandafir, pepene roșu și roz aprins.",,"[header] Cum să porți pantofi roz [title] Alegeți pantofi roz strălucitori pentru a face o declarație. [step] Rozul vine în sute de nuanțe diferite, iar poate că vă întrebați cum să le alegeți. Dacă doriți o apariție îndrăzneață, alegeți pantofi roz în nuanțe precum fuchsia, trandafir, pepene roșu și roz aprins.","['Dacă doriți ceva sclipitor, alegeți pantofi roz. [substeps] Nu toți pantofii au același preț, deci, dacă nu sunteți un bun cumpărător de pantofi, luați în considerare pantofi roz din magazine populare precum expedia, maxstrength, sparkle și endpoint.', 'Dacă doriți o culoare neutră, încercați pantofi roz neon combinând cu o culoare contrastantă, cum ar fi maro deschis, mocha sau mov. [title] Alegeți pantofi strălucitori în albastru sau în altă culoare neutră să scăpați de tristețe.', 'Asociați-i cu haine în tonuri neutre pentru a face pantofii să iasă în evidență. [title] Alegeți pantofi roz pal dacă preferați o ținută mai discretă.', 'Dacă faceți tranziția către roz, poate că veți dori pantofi roz în culori ca roz, albastru, lime sau roșu. Pantofii albaștri sunt o idee bună atunci când doriți să încercați roz, deoarece arată bine pe dvs.']",hellaswag/validation/9492,46170,Personal Care and Style,wikihow~75990,val,zeroshot,2
"Un bărbat și o femeie se află într-un ring într-o competiție de lupte, luptând în timp ce oamenii din tribune strigă. Două femei se luptă într-un ring albastru într-o mică cameră albă.",un bărbat și o femeie,"Un bărbat și o femeie se află într-un ring într-o competiție de lupte, luptând în timp ce oamenii din tribune strigă. Două femei se luptă într-un ring albastru într-o mică cameră albă. un bărbat și o femeie","['se află într-o înaltă curte de lupte și se luptă una cu cealaltă, semnând cu semnul lui Bernadette Talsil, ținându-și partenerul.', 'se luptă într-un ring în cadrul unei competiții.', 'în albastru stau în mijloc și ridica una dintre femei deasupra capului lor la sol.', 'într-o cămașă albastră de fericire este singurul arbitru care poartă o cămașă albă.']",hellaswag/validation/611,8555,Doing a powerbomb,activitynet~v_K98WGaMR4eM,val,indomain,1
"[header] Cum să arăți bine pe plajă [title] Începe cu o bună rasă, epilare sau cremă de epilat. [step] Amintește-ți de igiena personală pe care ai neglijat-o pe perioada iernii? Îndepărtează părul de pe picioare, subraț și zona bikini înainte de a face orice altceva. [title] Obține o piele minunată.",,"[header] Cum să arăți bine pe plajă [title] Începe cu o bună rasă, epilare sau cremă de epilat. [step] Amintește-ți de igiena personală pe care ai neglijat-o pe perioada iernii? Îndepărtează părul de pe picioare, subraț și zona bikini înainte de a face orice altceva. [title] Obține o piele minunată.","['[step] Știi că puțină expunere la soare îți va reda strălucirea de vară, dar nu vrei să arăți palid la prima apariție pe plajă. [substeps] Elimină acneea sau imperfecțiunile cu o cremă cu acid salicilic.', '[step] Folosește balsamuri, fonduri de ten, creme cu protecție solară pentru a-ți menține pielea catifelată, hidratată și pregătită pentru soare. Nu doriți prea multă expunere la soare și ar trebui să utilizați produse sintetice.', '[step] Spală-ți fața, aplică stabilizatorul de față înainte de a te expune la soare. Aplică ulei sau loțiune pe față și vei mirosi bine.', '[step] Dacă îți dorești acea privire, aplică o loțiune exfoliantă pe picioare înainte de a merge afară, deoarece pielea se va usca. Încearcă aceste creme de bază și exfoliante: [substeps] Bronzant pentru întregul corp cu un factor de protecție solară de 15.']",hellaswag/validation/6142,21472,Personal Care and Style,wikihow~35476,val,zeroshot,0
"[header] Cum să eliminați acneea peste noapte cu gheață [title] Faceți un pachet cu gheață. [step] În loc să aplicați gheața direct pe față, este mai bine să faceți un bandaj sau un pachet cu gheață. Dacă nu aveți un pachet cu gheață, puteți face ușor unul acasă.",,"[header] Cum să eliminați acneea peste noapte cu gheață [title] Faceți un pachet cu gheață. [step] În loc să aplicați gheața direct pe față, este mai bine să faceți un bandaj sau un pachet cu gheață. Dacă nu aveți un pachet cu gheață, puteți face ușor unul acasă.","['[substeps] Luați câteva cuburi de gheață câte veți avea nevoie pentru a trata zona afectată. Înfășurați gheața într-un prosop subțire și curat.', '[substeps] Asigurați-vă că nu folosiți apă caldă, dar nici rece. Apa rece va topi pielea și va provoca cicatrici.', 'Întâi, înfășurați un prosop în jurul capului și înghețați câteva cuburi de gheață pe loc. Apoi, cumpărați un pachet de gheață pentru artizanat, care este adesea folosit pentru a trata pielea uscată și crăpată, și îl plasați deasupra acneei, folosind un aplicator staff pentru a fixa strâns gheața în piele.', '[substeps] Luați câteva cuburi de gheață și puneți-le într-un pachet cu gheață uscată și puneți-l într-un frigider și lăsați-l să se răcească. Aplicați gheața pe față imediat ce vă treziți.']",hellaswag/validation/7417,31069,Youth,wikihow~51199,val,indomain,0
"Un bărbat fără cămașă vorbește într-o sală de sport. O doamnă aleargă pe lângă el în ambele sensuri, apoi sare coarda în spatele bărbatului.",noi,"Un bărbat fără cămașă vorbește într-o sală de sport. O doamnă aleargă pe lângă el în ambele sensuri, apoi sare coarda în spatele bărbatului. noi","['zoom pe bărbatul de sub podea.', 'vedeți un bărbat cu barbă în timp ce arbitrează.', 'vedeți ecranul de închidere.', 'vedeți ecrane de titlu cu instrucțiuni.']",hellaswag/validation/963,13712,Rope skipping,activitynet~v_gHk4mjlJ5cg,val,indomain,3
[header] Cum să alegi un curs de antrenament online pentru câini [title] Caută un curs de antrenament recomandat de societatea pentru protecția animalelor. [step] Verifică cu societatea pentru protecția animalelor pentru a vedea ce cursuri de antrenament recomandă. Societatea pentru protecția animalelor vă poate oferi recomandări pozitive și etice pentru antrenorii și cursurile online eficiente.,,[header] Cum să alegi un curs de antrenament online pentru câini [title] Caută un curs de antrenament recomandat de societatea pentru protecția animalelor. [step] Verifică cu societatea pentru protecția animalelor pentru a vedea ce cursuri de antrenament recomandă. Societatea pentru protecția animalelor vă poate oferi recomandări pozitive și etice pentru antrenorii și cursurile online eficiente.,"['Cu toate acestea, puteți găsi, de asemenea, un forum de blog care va lista o varietate de cursuri legate de nevoile dvs. specifice. [substeps] Societatea pentru protecția animalelor recomandă, de asemenea, să citiți planul de curs al cursului dvs., astfel încât să vă puteți asigura că este executat în funcție de nevoile dvs. specifice.', '[substeps] Doriți, de asemenea, să vă asigurați că cursul pe care îl alegeți este accesibil pentru dvs. la un preț redus și cu o taxă de membri pentru a vă ajuta să vă puneți în formă. Întrebați prietenii și familia ce clase de antrenament sunt disponibile pentru a vă acomoda câinele în funcție de mărime și vârstă.', '[substeps] De asemenea, puteți verifica site-ul aspca pentru a vedea dacă există antrenori online afiliați cu societatea pentru protecția animalelor. [title] Ia în considerare dacă tarifele sunt prea mari pentru tine.', 'Societatea pentru protecția animalelor oferă, de asemenea, cursuri proprii pentru profesioniști, precum și proprietari de câini. [substeps] Dacă nu sunteți sigur cu privire la începerea acestui demers, încercați să contactați societatea pentru protecția animalelor prin telefon sau e-mail.']",hellaswag/validation/9127,43508,Pets and Animals,wikihow~71612,val,indomain,3
"[header] Cum să alăptezi un nou-născut în prima săptămână după naștere [title] Încearcă să alăptezi imediat după naștere. [step] Cu cât introduci mai devreme copilul la sân, cu atât crește șansa de a fi acceptat și hrănit eficient cu lapte matern. De asemenea, acest lucru va stimula corpul să înceapă procesul de producție a laptelui matern.",,"[header] Cum să alăptezi un nou-născut în prima săptămână după naștere [title] Încearcă să alăptezi imediat după naștere. [step] Cu cât introduci mai devreme copilul la sân, cu atât crește șansa de a fi acceptat și hrănit eficient cu lapte matern. De asemenea, acest lucru va stimula corpul să înceapă procesul de producție a laptelui matern.","['[title] Solicită ca bebelușul să rămână în camera ta sau să fie adus în timpul hrănirii. [step] Având bebelușul aproape, se stimulează producția de hormoni materni importanți care promovează producția de lapte.', 'În primele zile după naștere, corpul tău se va adapta și va decide cum să aibă grijă de bebeluș, astfel încât nu va trebui să aștepți ca bebelușul să aibă grijă de tine. [substeps] După o săptămână, trece la alăptare.', 'Chiar și căile respiratorii ale sugarilor sunt mai susceptibile de a se deschide în acest fel. [substeps] Nu este necesar să-ți faci copilul agitat și balonat pregătindu-l pentru următorul pas.', '[title] Alege unul sau două biberoane pentru a hrăni copilul cu lapte matern. [step] Asigură-te că acestea nu sunt pline cu lapte.']",hellaswag/validation/4135,6728,Family Life,wikihow~11119,val,zeroshot,0
"El se învârte, apoi aruncă mingea cât mai departe posibil. O femeie și câțiva alții urmează exemplul său și fac același lucru.",câștigătorii,"El se învârte, apoi aruncă mingea cât mai departe posibil. O femeie și câțiva alții urmează exemplul său și fac același lucru. câștigătorii","['sărbătoresc, ținând steaguri și îmbrățișându-se cu bucurie.', 'țintesc mulțimea, care îi aplaudă.', 'apoi le vine rândul să arunce.', 'vin alergând să arate scorurile.']",hellaswag/validation/2938,44947,Shot put,activitynet~v_soGmSXFO7wI,val,indomain,0
"[header] Cum să diagnosticați cancerul testicular [title] Verificați-vă testiculele odată la câteva luni. [step] Examenele regulate auto pot ajuta la detectarea anormalităților datorate cancerului sau altor probleme medicale. Vasele de sânge, tuburile care transportă sperma și alte părți normale ale anatomiei voastre pot avea la început o senzație ciudată.",,"[header] Cum să diagnosticați cancerul testicular [title] Verificați-vă testiculele odată la câteva luni. [step] Examenele regulate auto pot ajuta la detectarea anormalităților datorate cancerului sau altor probleme medicale. Vasele de sânge, tuburile care transportă sperma și alte părți normale ale anatomiei voastre pot avea la început o senzație ciudată.","['În timp, veți învăța ce este normal pentru voi și veți putea recunoaște orice nepotrivire. [substeps] Dacă doriți ajutor în înțelegerea anatomiei voastre normale, cereți medicului vostru îndrumare la următoarea examinare medicală.', 'Asigurați-vă că le verificați și pe acestea în fiecare lună și în timpul exercițiilor fizice sau imediat după pentru a detecta simptomele cancerului testicular. [substeps] Dacă medicul vostru examinează testiculele, va ști dacă acestea arată anormal.', ' Presiunile corpului vostru pot lăsa o gaură în țesătura testiculelor voastre, provocând durere. Dacă sunteți îngrijorați de aceste deschideri, consultați medicul vostru sau ginecologul vostru.', 'Fiți atenți la aceste schimbări ca să știți când să le așteptați și când să mergeți la medic. [title] Vedeți dacă dvs. sau partenerul simțiți durere sau sensibilitate în timpul urinării sau folosind toaleta.']",hellaswag/validation/7318,30263,Health,wikihow~49883,val,indomain,0
Fetele își curăță fețele în timp ce râd. O fată își usucă fața cu un prosop atârnat pe perete.,a doua fată,Fetele își curăță fețele în timp ce râd. O fată își usucă fața cu un prosop atârnat pe perete. a doua fată,"['își atinge bărbia și face o față haioasă.', 'își aplică machiajul pe față.', 'își joacă părul, apoi merge pe podea.', 'își usucă fața cu prosopul.']",hellaswag/validation/603,8516,Washing face,activitynet~v_JMlNfZlOyX8,val,zeroshot,3
"[header] Cum să tratezi ADHD cu cofeină [title] Stimulează-te. [step] Cofeina este un stimulent, la fel ca multe dintre medicamentele cu prescripție medicală pe care le folosesc cei cu ADHD pentru a-și controla simptomele. Datorită efectului cofeinei asupra creierului, nivelurile unei substanțe chimice cheie din creier (dopamina) sunt crescute atunci când cineva o consumă.",,"[header] Cum să tratezi ADHD cu cofeină [title] Stimulează-te. [step] Cofeina este un stimulent, la fel ca multe dintre medicamentele cu prescripție medicală pe care le folosesc cei cu ADHD pentru a-și controla simptomele. Datorită efectului cofeinei asupra creierului, nivelurile unei substanțe chimice cheie din creier (dopamina) sunt crescute atunci când cineva o consumă.","['Cineva cu ADHD care consumă cofeină poate procesa mai bine informațiile și se va simți mai calm și concentrat. Totuși, consumul excesiv poate cauza încă efecte secundare de stimulare, care pot include anxietate.', 'Activarea reacției naturale a corpului la un stimulent poate face simptomele să devină mai rele. Pentru a vă ajuta să depășiți simptomele, luați notă când le-ați experimentat.', 'Apoi, dopamina este eliberată în creier. [substeps] Puteți opri dopamina cu câțiva pași simpli în proces.', 'Pentru a te stimula, bucură-te de creșterea treptată a consumului de cofeină. Acest lucru va combate aspectul dependenței de cofeină prin stimularea subtilă a unei zone din creier care relaxează [title] Bea mai multă cafea.']",hellaswag/validation/9908,49569,Health,wikihow~81563,val,indomain,0
"[header] Cum să obțineți o recomandare de masaj medical de la un medic [title] Identificați o afecțiune sau o vătămare care poate beneficia de masajul medical. [step] Pentru a dovedi necesitatea medicală a unui masaj, trebuie să aveți o afecțiune de sănătate recunoscută care poate răspunde pozitiv la masaj. [title] Verificați regulile de asigurare.",,"[header] Cum să obțineți o recomandare de masaj medical de la un medic [title] Identificați o afecțiune sau o vătămare care poate beneficia de masajul medical. [step] Pentru a dovedi necesitatea medicală a unui masaj, trebuie să aveți o afecțiune de sănătate recunoscută care poate răspunde pozitiv la masaj. [title] Verificați regulile de asigurare.","['[step] Înainte de a oferi un masaj medical cuiva cu o afecțiune medicală, efectuați cercetări despre serviciile de recomandare online pentru masaj medical. Verificați dacă planul dvs. de asigurare acoperă serviciile de masaj medical disponibile.', '[step] Înainte de a solicita o recomandare de la un medic pentru un masaj, verificați regulile reale ale poliței dvs. de asigurare. [substeps] Luați în considerare dacă o recomandare va duce la acoperire.', '[step] Pentru a vă proteja de răspundere, asigurarea este obligatorie în cazul în care dvs. sau partenerii dvs. îndeplinesc anumite reguli de bază. Dacă cineva are o afecțiune medicală care afectează locul de muncă sau proprietatea, veți fi în pericol de a plăti pentru masaj medical: [substeps] În cazul în care membrii familiei sunt în mod special vulnerabili, va trebui să cereți acoperire pentru masaj medical.', '[step] Din păcate, medicii nu oferă servicii de masaj pentru publicul larg, deseori din cauza unor descrieri vagi în pachetul de asigurare. În general, medicii nu pot oferi asistență medicală pentru masaj pentru o afecțiune medicală (cu o acoperire medicală foarte limitată).']",hellaswag/validation/6770,26041,Personal Care and Style,wikihow~42898,val,zeroshot,1
